order_id,order_date,customer_id,product_id,quantity,channel,discount_applied
ORD-50381,2023-06-07,CUST-1021,P-2042,5,Online,0.0
ORD-50382,2024-02-08,CUST-1687,P-2016,3,In-Store,0.21
ORD-50383,2023-10-01,CUST-1887,P-2016,4,In-Store,0.0
ORD-50384,2024-02-26,CUST-1774,P-2016,3,Mobile App,0.0
ORD-50385,2024-02-20,CUST-1785,P-2042,4,In-Store,0.0
ORD-50386,2023-07-31,CUST-1948,P-2022,4,Mobile App,0.0
ORD-50387,2023-02-03,CUST-1360,P-2027,5,Mobile App,0.0
ORD-50388,2023-01-27,CUST-1656,P-2042,2,In-Store,0.0
ORD-50389,2023-06-06,CUST-1321,P-2037,1,Mobile App,0.25
ORD-50390,2023-12-18,CUST-1420,P-2021,4,Mobile App,0.0
ORD-50391,2023-06-17,CUST-1818,P-2019,2,In-Store,0.27
ORD-50392,2023-04-25,CUST-1021,P-2002,5,In-Store,0.0
ORD-50393,2023-12-26,CUST-1872,P-2011,1,Online,0.05
ORD-50394,2023-10-18,CUST-1120,P-2001,5,Mobile App,0.0
ORD-50395,2023-04-25,CUST-1730,P-2014,2,Mobile App,0.0
ORD-50396,2023-03-08,CUST-1441,P-2014,5,Online,0.0
ORD-50397,2023-07-29,CUST-1811,P-2010,1,Online,0.0
,2023-12-17,CUST-1662,P-2030,1,Mobile App,0.0
ORD-50399,2023-04-19,CUST-1730,P-2025,4,Online,0.0
ORD-50400,2023-05-01,CUST-1482,P-2023,5,Mobile App,0.0
ORD-50401,2023-09-16,CUST-1634,P-2025,3,Mobile App,0.0
ORD-50402,2023-04-02,CUST-1266,P-2011,5,Online,0.0
ORD-50403,2023-09-29,CUST-1443,P-2010,3,In-Store,0.28
ORD-50404,2023-05-25,CUST-1924,P-2017,5,In-Store,0.09
ORD-50405,2023-09-09,CUST-1782,P-2010,5,Online,0.0
ORD-50406,2023-01-28,CUST-1235,P-2012,1,Online,0.28
ORD-50407,2023-01-21,CUST-1452,P-2023,5,Online,0.0
ORD-50408,2023-02-17,CUST-1208,P-2019,2,Mobile App,0.18
ORD-50409,2023-10-26,CUST-1994,P-2001,5,Online,0.2
ORD-50410,2023-06-18,CUST-1026,P-2019,1,In-Store,0.0
ORD-50411,2023-02-11,CUST-1471,P-2046,4,Online,0.0
ORD-50412,2023-01-23,CUST-1671,P-2040,4,Mobile App,0.0
ORD-50413,2024-03-17,CUST-1049,P-2042,3,Mobile App,0.0
ORD-50414,2023-07-24,CUST-1261,P-2012,2,Online,0.0
ORD-50415,2024-02-04,CUST-1412,P-2019,2,In-Store,0.18
ORD-50416,2023-07-03,CUST-1681,P-2007,3,In-Store,0.0
ORD-50417,2023-11-04,CUST-1433,P-2006,4,In-Store,0.0
ORD-50418,2023-09-20,CUST-1349,P-2030,2,Mobile App,0.0
ORD-50419,2023-09-26,CUST-1085,P-2019,4,Online,0.21
ORD-50420,2023-06-03,CUST-1861,P-2016,5,Online,0.0
ORD-50421,2023-09-19,CUST-1435,P-2027,1,In-Store,0.0
ORD-50422,2023-02-11,CUST-1787,P-2033,1,Online,0.01
ORD-50423,2023-08-02,CUST-1897,P-2046,3,In-Store,0.0
ORD-50424,2023-05-16,CUST-1349,P-2012,2,Mobile App,0.0
ORD-50425,2023-10-01,CUST-1018,P-2001,4,Mobile App,0.0
ORD-50426,2023-12-03,CUST-1988,P-2048,5,Mobile App,0.0
ORD-50427,2023-12-11,CUST-1986,P-2045,4,Online,0.0
ORD-50428,2023-01-09,CUST-1712,P-2013,1,In-Store,0.26
ORD-50429,2023-10-03,CUST-1195,P-2006,3,Online,0.0
ORD-50430,2023-03-20,CUST-1756,P-2045,4,Mobile App,0.0
ORD-50431,2023-05-31,CUST-1583,P-2026,1,In-Store,0.25
ORD-50432,2024-01-13,CUST-1592,P-2039,5,Mobile App,0.0
ORD-50433,2023-11-10,CUST-1957,P-2044,-1,Mobile App,0.0
ORD-50434,2023-02-02,CUST-1274,P-2042,4,Mobile App,0.0
ORD-50435,2023-12-24,CUST-1446,P-2002,2,Online,0.0
ORD-50436,2023-10-28,CUST-1930,P-2044,3,In-Store,0.0
ORD-50437,2023-05-31,CUST-1740,P-2046,4,Mobile App,0.0
ORD-50438,2023-08-30,CUST-1818,P-2011,5,In-Store,0.0
ORD-50439,2023-04-13,CUST-1160,P-2039,4,In-Store,0.0
ORD-50440,2023-10-13,CUST-1048,P-2002,3,Mobile App,0.0
ORD-50441,2023-02-02,CUST-1345,P-2028,1,In-Store,0.24
ORD-50442,2024-01-29,CUST-1047,P-2050,5,Mobile App,0.0
ORD-50443,2023-02-23,CUST-1723,P-2004,4,Online,0.18
ORD-50444,2024-03-15,CUST-1970,P-2007,5,Online,0.05
ORD-50445,2023-05-30,CUST-1725,P-2029,5,In-Store,0.0
ORD-50446,2023-03-12,CUST-1125,P-2013,-1,In-Store,0.0
ORD-50447,2023-09-16,CUST-1175,P-2006,3,Mobile App,0.0
ORD-50448,2024-01-21,CUST-1771,P-2034,4,In-Store,0.29
ORD-50449,2023-09-22,CUST-1813,P-2044,3,Mobile App,0.28
ORD-50450,2023-02-13,CUST-1346,P-2021,4,Online,0.0
ORD-50451,2023-11-25,CUST-1154,P-2037,1,Mobile App,0.13
ORD-50452,2023-12-15,CUST-1717,P-2036,3,In-Store,0.18
ORD-50453,2023-03-17,CUST-1717,P-2026,4,Mobile App,0.0
ORD-50454,2023-12-24,CUST-1353,P-2042,4,Mobile App,0.0
ORD-50455,2024-01-07,CUST-1736,P-2048,2,Mobile App,0.0
ORD-50456,2023-09-24,CUST-1348,P-2049,2,In-Store,0.0
ORD-50457,2024-02-01,CUST-1311,P-2047,4,In-Store,0.0
ORD-50458,2023-09-17,CUST-1362,P-2008,1,Mobile App,0.14
ORD-50459,2023-05-01,CUST-1824,P-2048,5,Mobile App,0.07
ORD-50460,2023-06-03,CUST-1291,P-2043,5,Online,0.0
ORD-50461,2023-09-22,CUST-1596,P-2013,3,In-Store,0.0
ORD-50462,2023-02-01,CUST-1435,P-2009,4,In-Store,0.0
ORD-50463,2023-09-23,CUST-1797,P-2026,3,Mobile App,0.15
ORD-50464,2023-08-02,CUST-1843,P-2011,2,Mobile App,0.0
ORD-50465,2023-09-28,CUST-1120,P-2045,2,Mobile App,0.0
ORD-50466,2023-03-02,CUST-1616,P-2027,1,Online,0.0
ORD-50467,2023-06-06,CUST-1383,P-2020,3,Mobile App,0.0
ORD-50468,2023-06-06,CUST-1910,P-2019,-1,Mobile App,0.0
ORD-50469,2024-03-21,CUST-1045,P-2027,4,In-Store,0.0
ORD-50470,2024-01-04,CUST-1853,P-2039,2,In-Store,0.0
ORD-50471,2023-03-18,CUST-1887,P-2047,3,In-Store,0.0
ORD-50472,2023-07-22,CUST-1347,P-2035,1,Mobile App,0.0
ORD-50473,2023-03-26,CUST-1724,P-2002,5,Mobile App,0.0
ORD-50474,2023-10-14,CUST-1087,P-2013,5,Mobile App,0.0
ORD-50475,2023-09-01,CUST-1514,P-2002,1,In-Store,0.07
ORD-50476,2023-12-28,CUST-1859,P-2038,4,Mobile App,0.0
ORD-50477,2024-03-17,CUST-1956,P-2002,3,In-Store,0.0
ORD-50478,2023-02-16,CUST-1117,P-2007,5,Online,0.0
ORD-50479,2023-07-28,CUST-1694,P-2011,1,Online,0.0
ORD-50480,2023-02-20,CUST-1327,P-2010,4,Online,0.0
ORD-50481,2023-05-03,CUST-1770,P-2039,5,Online,0.0
ORD-50482,06/12/23,CUST-1475,P-2036,4,Online,0.0
ORD-50483,2023-10-28,CUST-1691,P-2007,2,Mobile App,0.0
ORD-50484,2023-02-12,CUST-1866,P-2041,5,Online,0.16
ORD-50485,2023-08-05,CUST-1984,P-2036,4,Mobile App,0.0
ORD-50486,2023-03-27,CUST-1000,P-2004,4,In-Store,0.06
ORD-50487,2024-03-06,CUST-1522,P-2019,1,Online,0.0
ORD-50488,2023-03-04,CUST-1850,P-2009,5,Mobile App,0.1
ORD-50489,2023-12-16,CUST-1968,P-2022,3,Mobile App,0.1
,2023-08-24,CUST-1982,P-2039,3,Online,0.0
ORD-50491,2023-01-03,CUST-1923,P-2001,2,In-Store,0.0
ORD-50492,2024-02-08,CUST-1897,P-2042,1,In-Store,0.0
ORD-50493,2023-06-30,CUST-1995,P-2025,5,Mobile App,0.04
,2023-07-09,CUST-1958,P-2013,4,Mobile App,0.11
ORD-50495,2023-02-16,CUST-1835,P-2040,3,In-Store,0.0
ORD-50496,2023-09-10,CUST-1926,P-2046,5,In-Store,0.0
ORD-50497,2023-05-23,CUST-1582,P-2033,4,Mobile App,0.0
ORD-50498,2023-10-17,CUST-1179,P-2005,5,Mobile App,0.26
ORD-50499,01/09/24,CUST-1801,P-2018,2,Mobile App,0.0
,2023-05-10,CUST-1697,P-2036,4,Mobile App,0.0
ORD-50501,2023-06-15,CUST-1442,P-2027,3,Mobile App,0.27
ORD-50502,2023-04-25,CUST-1048,P-2018,4,In-Store,0.0
ORD-50503,2023-10-20,CUST-1827,P-2002,2,Online,0.0
ORD-50504,2023-06-18,CUST-1318,P-2005,1,Mobile App,0.25
ORD-50505,2023-05-07,CUST-1110,P-2031,2,Mobile App,0.28
ORD-50506,2024-02-02,CUST-1614,P-2040,4,Online,0.28
ORD-50507,2023-07-13,CUST-1320,P-2045,1,Online,0.0
ORD-50508,2023-11-17,CUST-1442,P-2005,1,In-Store,0.0
ORD-50509,2023-11-13,CUST-1770,P-2027,2,In-Store,0.0
ORD-50510,2024-02-12,CUST-1438,P-2040,5,Online,0.0
ORD-50511,2023-06-18,CUST-1601,P-2013,1,Online,0.04
ORD-50512,2023-09-18,CUST-1262,P-2023,4,Online,0.02
ORD-50513,2023-06-09,CUST-1598,P-2028,5,Mobile App,0.04
ORD-50514,06/08/23,CUST-1617,P-2022,3,Mobile App,0.0
ORD-50515,2023-05-02,CUST-1519,P-2036,1,Online,0.1
ORD-50516,2023-12-08,CUST-1487,P-2045,4,In-Store,0.0
ORD-50517,2023-08-03,CUST-1336,P-2011,1,Online,0.19
ORD-50518,2023-12-21,CUST-1235,P-2030,5,In-Store,0.11
,2023-07-24,CUST-1188,P-2001,3,Online,0.0
ORD-50520,04/10/23,CUST-1646,P-2038,3,Online,0.0
ORD-50521,2023-05-15,CUST-1736,P-2012,3,Online,0.27
ORD-50522,2023-01-11,CUST-1851,P-2044,2,Online,0.0
ORD-50523,2023-05-03,CUST-1378,P-2024,2,In-Store,0.02
ORD-50524,2023-03-15,CUST-1903,P-2009,2,Mobile App,0.0
ORD-50525,2023-11-22,CUST-1250,P-2003,5,Online,0.0
ORD-50526,2023-01-28,CUST-1644,P-2018,2,Online,0.24
ORD-50527,2024-02-09,CUST-1679,P-2040,1,Mobile App,0.0
ORD-50528,2023-09-23,CUST-1475,P-2012,3,In-Store,0.0
ORD-50529,2023-10-25,CUST-1410,P-2041,5,In-Store,0.12
ORD-50530,2023-06-06,CUST-1435,P-2025,5,Online,0.0
ORD-50531,2023-02-13,CUST-1302,P-2029,5,Mobile App,0.0
ORD-50532,2023-08-19,CUST-1478,P-2028,4,Online,0.0
ORD-50533,2023-04-30,CUST-1271,P-2042,1,Mobile App,0.0
ORD-50534,2023-02-10,CUST-1804,P-2018,2,Online,0.0
ORD-50535,2023-12-12,CUST-1337,P-2017,3,Online,0.3
ORD-50536,03/13/24,CUST-1770,P-2046,5,In-Store,0.12
ORD-50537,2023-07-27,CUST-1841,P-2038,1,Online,0.07
ORD-50538,2024-01-06,CUST-1767,P-2014,4,In-Store,0.14
ORD-50539,2024-02-10,CUST-1087,P-2021,2,In-Store,0.0
ORD-50540,2023-10-13,CUST-1030,P-2024,2,Online,0.0
ORD-50541,2023-12-04,CUST-1854,P-2023,3,Mobile App,0.0
ORD-50542,2023-06-16,CUST-1601,P-2002,5,In-Store,0.0
ORD-50543,2024-02-14,CUST-1617,P-2039,5,In-Store,0.0
ORD-50544,2023-07-17,CUST-1192,P-2031,1,In-Store,0.0
ORD-50545,2023-02-23,CUST-1691,P-2036,2,Online,0.0
ORD-50546,2023-07-17,CUST-1290,P-2014,2,In-Store,0.0
ORD-50547,2023-03-29,CUST-1334,P-2027,4,In-Store,0.12
ORD-50548,2024-03-19,CUST-1211,P-2009,2,Online,0.0
ORD-50549,2023-06-08,CUST-1601,P-2013,5,Online,0.0
ORD-50550,2024-02-27,CUST-1408,P-2039,2,In-Store,0.0
ORD-50551,2023-01-21,CUST-1754,P-2006,3,Mobile App,0.12
ORD-50552,2024-02-26,CUST-1829,P-2012,4,In-Store,0.0
ORD-50553,2023-12-04,CUST-1187,P-2045,5,Online,0.0
ORD-50554,2023-11-18,CUST-1550,P-2019,1,In-Store,0.0
ORD-50555,2024-01-26,CUST-1566,P-2008,3,In-Store,0.0
ORD-50556,03/26/23,CUST-1258,P-2014,5,Mobile App,0.11
ORD-50557,2024-01-17,CUST-1408,P-2013,4,Online,0.0
ORD-50558,2024-01-19,CUST-1475,P-2032,4,In-Store,0.0
ORD-50559,2024-02-25,CUST-1285,P-2011,2,Online,0.0
ORD-50560,2023-07-20,CUST-1172,P-2005,1,Online,0.27
ORD-50561,2023-09-30,CUST-1221,P-2029,1,Mobile App,0.0
ORD-50562,2023-02-22,CUST-1399,P-2045,3,In-Store,0.28
ORD-50563,2023-07-11,CUST-1930,P-2016,2,In-Store,0.2
ORD-50564,2023-02-02,CUST-1225,P-2007,2,In-Store,0.0
ORD-50565,2023-11-17,CUST-1194,P-2040,2,Online,0.0
ORD-50566,2023-07-02,CUST-1331,P-2012,1,In-Store,0.0
ORD-50567,2023-12-03,CUST-1834,P-2018,5,In-Store,0.15
ORD-50568,2023-02-22,CUST-1729,P-2035,5,Mobile App,0.0
ORD-50569,2023-12-14,CUST-1946,P-2050,2,In-Store,0.2
ORD-50570,2023-02-04,CUST-1343,P-2002,5,Mobile App,0.0
ORD-50571,2023-10-28,CUST-1721,P-2001,2,Online,0.23
ORD-50572,2023-11-14,CUST-1081,P-2004,2,Online,0.0
ORD-50573,2023-05-02,CUST-1945,P-2047,5,Online,0.0
ORD-50574,2023-11-26,CUST-1805,P-2049,1,In-Store,0.07
ORD-50575,2024-01-11,CUST-1339,P-2022,2,Online,0.21
ORD-50576,2023-04-24,CUST-1622,P-2025,-1,In-Store,0.0
ORD-50577,2023-04-09,CUST-1053,P-2041,2,Mobile App,0.28
ORD-50578,2023-05-01,CUST-1519,P-2006,4,Online,0.0
ORD-50579,2023-11-07,CUST-1254,P-2020,3,In-Store,0.0
ORD-50580,2023-07-04,CUST-1407,P-2025,2,In-Store,0.25
ORD-50581,2024-02-11,CUST-1493,P-2002,4,In-Store,0.0
ORD-50582,2023-03-20,CUST-1566,P-2047,2,In-Store,0.0
ORD-50583,2023-09-04,CUST-1073,P-2022,2,Online,0.0
ORD-50584,2023-09-14,CUST-1747,P-2047,3,Mobile App,0.0
ORD-50585,2023-09-08,CUST-1315,P-2042,5,Online,0.0
ORD-50586,2023-10-17,CUST-1166,P-2013,4,In-Store,0.0
ORD-50587,2023-09-08,CUST-1650,P-2045,3,Mobile App,0.0
ORD-50588,2023-09-02,CUST-1035,P-2024,1,In-Store,0.04
,2023-05-07,CUST-1616,P-2038,2,In-Store,0.0
ORD-50590,2023-10-28,CUST-1997,P-2006,5,In-Store,0.0
ORD-50591,2023-06-04,CUST-1512,P-2035,4,Mobile App,0.03
ORD-50592,2023-10-21,CUST-1795,P-2023,2,Mobile App,0.0
ORD-50593,2023-03-28,CUST-1835,P-2032,1,In-Store,0.0
ORD-50594,2024-01-11,CUST-1441,P-2011,2,Online,0.0
ORD-50595,2023-02-26,CUST-1461,P-2037,2,Online,0.0
ORD-50596,2024-03-22,CUST-1418,P-2029,5,Online,0.0
ORD-50597,2023-05-22,CUST-1065,P-2022,1,Online,0.0
ORD-50598,2023-05-17,CUST-1769,P-2001,5,Online,0.0
ORD-50599,2023-09-24,CUST-1985,P-2049,3,In-Store,0.0
ORD-50600,2023-12-16,CUST-1911,P-2022,3,In-Store,0.0
,2023-07-02,CUST-1894,P-2022,1,Online,0.0
ORD-50602,2023-03-04,CUST-1889,P-2034,3,In-Store,0.0
ORD-50603,2023-12-04,CUST-1890,P-2031,5,In-Store,0.0
ORD-50604,2023-07-04,CUST-1894,P-2003,3,Mobile App,0.0
ORD-50605,2023-02-11,CUST-1356,P-2028,4,Mobile App,0.0
ORD-50606,2023-11-07,CUST-1199,P-2046,2,Mobile App,0.0
ORD-50607,2023-03-07,CUST-1509,P-2006,3,In-Store,0.0
ORD-50608,2023-08-17,CUST-1977,P-2008,4,Mobile App,0.0
ORD-50609,2023-02-24,CUST-1445,P-2046,1,In-Store,0.0
ORD-50610,2023-05-12,CUST-1681,P-2031,1,In-Store,0.0
ORD-50611,2023-12-21,CUST-1340,P-2015,5,In-Store,0.22
ORD-50612,2024-01-07,CUST-1390,P-2042,5,In-Store,0.0
ORD-50613,2023-02-14,CUST-1114,P-2006,3,Online,0.0
ORD-50614,03/07/23,CUST-1873,P-2021,4,Mobile App,0.0
ORD-50615,2023-07-18,CUST-1433,P-2021,3,Mobile App,0.0
ORD-50616,2023-04-24,CUST-1109,P-2026,1,In-Store,0.15
ORD-50617,2023-08-22,CUST-1150,P-2039,3,Mobile App,0.0
ORD-50618,2023-06-13,CUST-1316,P-2033,1,Mobile App,0.15
ORD-50619,2023-12-27,CUST-1989,P-2025,1,Online,0.28
ORD-50620,2023-04-26,CUST-1717,P-2048,1,Mobile App,0.0
ORD-50621,2024-02-22,CUST-1675,P-2011,1,In-Store,0.12
ORD-50622,2023-09-28,CUST-1744,P-2019,3,In-Store,0.0
ORD-50623,2023-06-15,CUST-1770,P-2038,1,Online,0.0
ORD-50624,2023-08-15,CUST-1712,P-2031,3,Online,0.0
ORD-50625,2024-01-07,CUST-1876,P-2037,1,In-Store,0.0
ORD-50626,2023-03-28,CUST-1948,P-2004,1,Online,0.2
ORD-50627,2023-10-31,CUST-1444,P-2010,4,In-Store,0.0
ORD-50628,2023-03-30,CUST-1668,P-2048,4,Online,0.26
ORD-50629,2023-11-29,CUST-1391,P-2018,4,In-Store,0.0
ORD-50630,2023-09-18,CUST-1230,P-2002,5,Mobile App,0.0
ORD-50631,2023-10-31,CUST-1185,P-2025,4,Online,0.0
ORD-50632,2023-02-02,CUST-1730,P-2035,2,Mobile App,0.16
ORD-50633,2023-02-02,CUST-1531,P-2038,5,Online,0.27
,2023-04-03,CUST-1882,P-2039,2,Online,0.0
ORD-50635,2023-04-16,CUST-1668,P-2011,1,Online,0.0
ORD-50636,2023-07-06,CUST-1989,P-2035,-1,In-Store,0.0
ORD-50637,2023-09-23,CUST-1926,P-2019,5,Mobile App,0.3
ORD-50638,2023-11-07,CUST-1551,P-2033,2,Online,0.0
ORD-50639,2023-06-03,CUST-1876,P-2014,2,Online,0.13
ORD-50640,2023-10-09,CUST-1261,P-2017,4,In-Store,0.0
ORD-50641,2023-12-22,CUST-1146,P-2035,2,Mobile App,0.0
ORD-50642,2024-01-01,CUST-1381,P-2037,5,In-Store,0.0
ORD-50643,2023-11-06,CUST-1253,P-2005,3,Online,0.0
ORD-50644,2023-02-15,CUST-1371,P-2022,3,Online,0.0
ORD-50645,2023-04-24,CUST-1387,P-2007,1,In-Store,0.0
ORD-50646,2023-06-28,CUST-1717,P-2037,3,Online,0.0
ORD-50647,2024-01-20,CUST-1398,P-2012,3,Mobile App,0.0
ORD-50648,03/11/24,CUST-1412,P-2031,5,Online,0.0
ORD-50649,2023-03-15,CUST-1387,P-2037,3,Mobile App,0.2
ORD-50650,2023-08-03,CUST-1723,P-2030,2,In-Store,0.0
ORD-50651,2023-08-08,CUST-1533,P-2046,2,In-Store,0.25
ORD-50652,2023-11-21,CUST-1081,P-2005,2,Mobile App,0.0
ORD-50653,2023-09-10,CUST-1827,P-2001,4,In-Store,0.0
ORD-50654,2023-12-13,CUST-1909,P-2035,1,Mobile App,0.0
ORD-50655,2023-08-06,CUST-1719,P-2035,3,Mobile App,0.0
ORD-50656,2023-01-22,CUST-1621,P-2029,2,Online,0.0
ORD-50657,2023-07-07,CUST-1859,P-2009,5,Online,0.0
ORD-50658,2023-02-27,CUST-1346,P-2044,2,In-Store,0.0
ORD-50659,2023-05-31,CUST-1271,P-2014,1,In-Store,0.29
ORD-50660,2023-09-21,CUST-1845,P-2003,4,Online,0.0
,2023-06-18,CUST-1305,P-2023,1,In-Store,0.0
ORD-50662,2023-08-09,CUST-1503,P-2013,1,In-Store,0.0
ORD-50663,2024-01-29,CUST-1672,P-2017,2,Online,0.0
ORD-50664,2023-05-18,CUST-1111,P-2029,4,In-Store,0.21
ORD-50665,2023-02-26,CUST-1194,P-2019,1,Online,0.0
ORD-50666,2023-04-12,CUST-1971,P-2031,3,Mobile App,0.1
ORD-50667,2024-01-27,CUST-1799,P-2026,5,Online,0.0
ORD-50668,2023-02-25,CUST-1811,P-2002,2,Online,0.0
ORD-50669,2024-02-29,CUST-1350,P-2028,5,In-Store,0.0
ORD-50670,2023-08-08,CUST-1253,P-2040,2,Online,0.3
ORD-50671,2023-05-07,CUST-1682,P-2028,2,Mobile App,0.0
ORD-50672,2023-04-03,CUST-1193,P-2038,2,Online,0.13
ORD-50673,2023-11-12,CUST-1204,P-2006,1,Online,0.0
ORD-50674,2023-08-07,CUST-1490,P-2004,5,In-Store,0.0
ORD-50675,2023-06-29,CUST-1728,P-2027,2,Online,0.0
ORD-50676,2023-06-14,CUST-1217,P-2019,4,In-Store,0.11
ORD-50677,2023-06-05,CUST-1114,P-2007,1,In-Store,0.11
ORD-50678,2024-02-03,CUST-1603,P-2034,5,In-Store,0.0
ORD-50679,2023-02-24,CUST-1133,P-2041,5,Mobile App,0.06
ORD-50680,2023-08-17,CUST-1947,P-2007,1,In-Store,0.06
ORD-50681,2024-01-05,CUST-1157,P-2003,2,Mobile App,0.27
ORD-50682,2023-08-18,CUST-1644,P-2046,1,Mobile App,0.05
ORD-50683,2023-05-21,CUST-1713,P-2009,3,Mobile App,0.0
ORD-50684,2024-02-22,CUST-1407,P-2032,5,Mobile App,0.0
ORD-50685,2024-02-04,CUST-1399,P-2026,5,Online,0.0
ORD-50686,2023-01-05,CUST-1900,P-2033,4,Online,0.0
ORD-50687,2023-05-18,CUST-1565,P-2008,2,Mobile App,0.0
ORD-50688,2023-05-23,CUST-1949,P-2009,3,Online,0.0
ORD-50689,2023-01-01,CUST-1664,P-2023,5,Mobile App,0.0
ORD-50690,2023-03-10,CUST-1418,P-2040,3,In-Store,0.0
ORD-50691,2023-05-24,CUST-1180,P-2017,1,Mobile App,0.0
ORD-50692,2024-01-17,CUST-1704,P-2025,3,In-Store,0.0
ORD-50693,2023-05-18,CUST-1208,P-2038,4,In-Store,0.0
ORD-50694,2023-09-03,CUST-1095,P-2032,2,Mobile App,0.0
ORD-50695,2024-01-09,CUST-1184,P-2042,3,In-Store,0.0
ORD-50696,2023-04-07,CUST-1071,P-2010,1,In-Store,0.0
ORD-50697,2023-09-27,CUST-1140,P-2047,1,Online,0.19
ORD-50698,2023-01-23,CUST-1135,P-2016,1,Online,0.03
ORD-50699,2024-01-12,CUST-1837,P-2022,1,In-Store,0.09
ORD-50700,2023-09-03,CUST-1158,P-2016,1,Online,0.03
ORD-50701,2023-06-01,CUST-1105,P-2033,4,In-Store,0.0
ORD-50702,2023-06-30,CUST-1671,P-2019,2,Mobile App,0.03
ORD-50703,2023-03-28,CUST-1112,P-2015,1,In-Store,0.0
ORD-50704,2023-02-13,CUST-1917,P-2003,5,Online,0.0
ORD-50705,2023-03-18,CUST-1914,P-2043,3,In-Store,0.2
ORD-50706,2023-05-16,CUST-1830,P-2046,1,Mobile App,0.0
ORD-50707,2023-03-17,CUST-1399,P-2029,4,Mobile App,0.0
ORD-50708,2023-02-16,CUST-1330,P-2009,2,In-Store,0.0
ORD-50709,2023-07-31,CUST-1616,P-2041,3,In-Store,0.0
ORD-50710,2023-09-12,CUST-1551,P-2035,4,Mobile App,0.16
ORD-50711,2024-02-02,CUST-1710,P-2048,-1,Online,0.0
ORD-50712,2023-08-31,CUST-1980,P-2009,1,Online,0.0
ORD-50713,2023-03-15,CUST-1855,P-2036,4,Online,0.0
ORD-50714,2023-12-23,CUST-1720,P-2010,4,Online,0.2
ORD-50715,2023-02-07,CUST-1488,P-2039,2,Online,0.0
ORD-50716,2024-03-01,CUST-1833,P-2027,2,Mobile App,0.0
ORD-50717,2023-06-03,CUST-1481,P-2027,-1,Online,0.0
ORD-50718,11/25/23,CUST-1032,P-2039,2,Mobile App,0.14
ORD-50719,2023-12-31,CUST-1849,P-2017,5,Online,0.0
ORD-50720,2023-02-17,CUST-1534,P-2025,2,In-Store,0.0
ORD-50721,2024-01-17,CUST-1999,P-2036,5,In-Store,0.0
ORD-50722,2023-07-27,CUST-1847,P-2025,2,In-Store,0.0
ORD-50723,2023-02-09,CUST-1371,P-2039,3,Online,0.0
ORD-50724,2023-01-06,CUST-1774,P-2020,2,In-Store,0.0
ORD-50725,2023-10-19,CUST-1578,P-2003,5,Online,0.0
ORD-50726,2023-07-02,CUST-1769,P-2019,4,In-Store,0.21
ORD-50727,2023-02-19,CUST-1339,P-2027,5,Mobile App,0.14
ORD-50728,2024-03-20,CUST-1872,P-2003,3,Mobile App,0.0
ORD-50729,2024-01-03,CUST-1237,P-2014,2,Mobile App,0.18
ORD-50730,2023-09-25,CUST-1952,P-2050,3,Mobile App,0.13
ORD-50731,2023-12-31,CUST-1792,P-2044,4,Online,0.0
ORD-50732,2023-09-12,CUST-1099,P-2001,2,Online,0.0
ORD-50733,2023-08-21,CUST-1321,P-2011,3,Online,0.0
ORD-50734,2023-12-30,CUST-1790,P-2030,3,In-Store,0.0
ORD-50735,2023-03-13,CUST-1962,P-2008,5,In-Store,0.28
ORD-50736,2023-03-08,CUST-1451,P-2024,5,Mobile App,0.0
ORD-50737,2023-08-19,CUST-1269,P-2044,1,Online,0.0
ORD-50738,2023-10-15,CUST-1008,P-2010,1,Online,0.0
ORD-50739,2024-03-23,CUST-1473,P-2043,1,In-Store,0.0
ORD-50740,2023-04-03,CUST-1749,P-2007,4,In-Store,0.0
ORD-50741,2023-11-06,CUST-1497,P-2014,4,In-Store,0.0
ORD-50742,2023-04-20,CUST-1327,P-2037,1,In-Store,0.29
ORD-50743,2023-04-20,CUST-1055,P-2014,1,Mobile App,0.0
ORD-50744,2023-03-14,CUST-1070,P-2018,4,In-Store,0.0
ORD-50745,2023-12-09,CUST-1914,P-2017,2,In-Store,0.09
ORD-50746,2023-04-12,CUST-1357,P-2027,4,Mobile App,0.0
ORD-50747,2023-12-21,CUST-1584,P-2025,1,Mobile App,0.0
,2023-11-12,CUST-1148,P-2021,3,In-Store,0.03
ORD-50749,2023-12-12,CUST-1416,P-2017,5,Online,0.0
ORD-50750,2023-11-24,CUST-1992,P-2038,1,Mobile App,0.0
ORD-50751,2023-03-27,CUST-1615,P-2025,2,Mobile App,0.11
ORD-50752,2023-07-06,CUST-1016,P-2020,3,Mobile App,0.12
ORD-50753,2023-06-30,CUST-1360,P-2035,4,Online,0.0
ORD-50754,2023-07-11,CUST-1181,P-2036,5,Mobile App,0.0
ORD-50755,2023-08-12,CUST-1649,P-2019,5,Online,0.03
ORD-50756,2023-11-29,CUST-1016,P-2040,4,Mobile App,0.0
ORD-50757,2023-08-16,CUST-1515,P-2038,1,In-Store,0.0
ORD-50758,2023-02-28,CUST-1200,P-2031,1,Mobile App,0.22
ORD-50759,2023-01-04,CUST-1962,P-2024,2,In-Store,0.24
ORD-50760,2023-08-01,CUST-1689,P-2016,-1,Online,0.25
ORD-50761,2023-09-23,CUST-1839,P-2048,5,In-Store,0.0
ORD-50762,2023-07-20,CUST-1197,P-2040,4,Online,0.12
